Index	true_label	text	shap	pred_label
397	1	President Donald Trump in an interview on Wednesday ripped former Vice President Joe Biden for failing on race relations, after 43 years in public office.	[('for', 0.02458475664587169), ('President', 0.009568830175727776), ('interview', 0.005113114707288356), ('Biden', -0.0009768748327763466), ('43', -0.014752732183868522)]	1
398	1	On Wednesday, democrats got a chance to grill President Donald Trump's point person on deregulation as Andrew Wheeler came to Capitol Hill for his confirmation hearing to be the next permanent administrator of the Environmental Protection Agency.	[('came', 0.01893404231233888), ('Agency.', 0.007216507082258301), ('Environmental', 0.0035090883270267425), ('democrats', 0.0018985859635036462), ('next', -0.00141622252408802), ('to', -0.008174182031577113), ('for', -0.031962884976060695)]	1
399	1	For most of his presidency, the Republican has demanded sharp cuts to legal immigration, and has made this a non-negotiable element of any deal.	[('made', 0.045226760616273946), ('the', 0.003948722231959603), ('and', -0.0017915095063604912), ('For', -0.01065382038545832)]	1
400	1	Sen. Steve Daines, a Republican from Montana, announced during the March for Life rally Friday that he has launched the first pro-life caucus in the U.S. Senate.	[('pro-life', 0.02530360976268499), ('the', 0.0031802474327454755), ('a', 0.0), ('Senate.', -0.0033786039870272997), ('first', -0.012015127049574977)]	1
401	1	They came to the United States from all corners of the globe -- Somalia, Rwanda, El Salvador, the Balkans, Germany, Iraq -- claiming to have been persecuted but, in reality, they were the persecutors.	[('been', 0.016303961627467296), ('to', 0.007549765640206292), ('in', 0.00024396384745965284), ('Somalia,', -0.001228022793760798), ('corners', -0.0021173324504599154), ('Salvador,', -0.005370267603006469)]	1
402	1	The rollback of National Environmental Policy Act (NEPA), called an “international treasure” by one former EPA official, will allow the fossil fuel industry to quickly get approval for new projects that could send climate-warming, pollution-causing emissions into surrounding communities, as well as harm wildlife habitats and federally protected lands, with scant oversight.	[('well', 0.026138277859335982), ('National', 0.007513823105652459), ('by', 0.0031497813696187314), ('federally', 0.0019112926647138284), ('Policy', 0.0005577614640422579), ('send', -0.0009625566004876373), ('The', -0.005587522163346075), ('with', -0.007032524707996407), ('that', -0.015877901282264767)]	1
403	0	Days after suffering a horrifying injury during an NCAA gymnastics regional event, a senior gymnast from Auburn University revealed Monday she is retiring from the sport.	[('after', 0.020418090580278738), ('Auburn', 0.004525764855105689), ('is', 0.001637100102974174), ('a', 0.0), ('revealed', -0.00759756297350564)]	1
404	1	"Restrictions to health care organizations that work on family planning as known as the global gag rule does extensive harm to women, especially in developing countries, but it’s nevertheless been embraced by every recent Republican administration.
"	[('but', 0.016287306258312078), ('planning', 0.0048406365383577695), ('Restrictions', 0.002294178213739645), ('embraced', 0.00013412500349559874), ('health', -0.0023225559577492484), ('in', -0.0070970853640752495)]	1
405	1	Trump is “angry” that intelligence officials informed Sanders and other members of Congress about some of Russia’s meddling efforts in the 2020 election cycle, Biden said, adding that the administration must do more to secure the integrity of our elections.	[('elections.', 0.026076818719519543), ('more', 0.0050299912201097925), ('the', 0.0031609357513563154), ('some', 0.0018271219244387128), ('Biden', 0.0004946548771838466), ('adding', -0.003976794533187405), ('intelligence', -0.009375764124627628)]	1
406	1	For some years now, conservative and libertarian education policy experts have warned against voucher systems in favor, instead, of tax-credit scholarships and education savings accounts, which are less likely to drag the regulations and mandates of government schools into the private arena.	[('conservative', 0.02144630942370198), ('drag', 0.009654557105875127), ('the', 0.003293733302668389), ('savings', 0.000848378679582954), ('and', -0.00025961616157910925), ('now,', -0.0023112657073757425), ('years', -0.006338674662711057)]	1
407	1	Other protests in 2019 included swimmers from Australia and Britain refusing to join world championship gold medalist Sun Yang on the podium because the Chinese star has been implicated in doping violations.	[('Other', 0.028525157614157734), ('in', 0.009634326931563152), ('world', 0.001404258268964177), ('refusing', -0.00029667842765355724), ('Yang', -0.001561437596733356), ('Sun', -0.008368276332867245)]	1
408	1	Proponents of stricter protections for students argue the DOE’s recent rollback of Obama-era rules aimed at protecting students from predatory for-profit colleges will only lead to even more student defaulting on their loans.	[('will', 0.020801452676996856), ('protections', 0.010530742191990811), ('aimed', 0.0034714644956013673), ('protecting', 3.0706238366432496e-05), ('DOE’s', -0.00227298433726835), ('on', -0.01032888988657959)]	1
409	0	Soccer players who defy Olympic rules by making protest gestures at the 2020 Tokyo Games will be supported by their global union.	[('making', 0.013957146670243191), ('Games', 0.0020505633123708744), ('who', -0.0006880726447780449), ('their', -0.005358389974606775)]	1
410	1	In February, Mexican illegal alien Pablo Hernandez was driving a pick-up truck when he struck a six-year-old boy and a 16-year-old teenage boy as they were crossing the street. 	[('when', 0.022786036393805907), ('were', 0.003569535221495981), ('struck', 6.600621600621359e-05), ('truck', -0.0003859012136322937), ('was', -0.004842195712783975)]	1
411	1	Derrick Morgan, senior vice president for federal and regulatory affairs for oil lobby group American Fuel & Petrochemical Manufacturers (AFRM), bragged about how successful the industry has been in pushing anti-protest legislation,	[('about', 0.02209139763077152), ('has', 0.0021032975759437823), ('Derrick', 0.0009913457317731866), ('Petrochemical', 0.0), ('anti-protest', -0.006860629060668066), ('been', -0.013757381256975398)]	1
412	1	Taken together, these trends leave many young Americans feeling trapped. If they don’t go to college, they have little chance of getting a steady, well-paying job. If they do go to college they’ll be on the hook for tens of thousands of dollars in student loans.  	[('do', 0.02048241342420911), ('little', 0.007488618703927871), ('college', 0.004410073599272978), ('on', 0.003837049443525834), ('dollars', 0.0005522269183688899), ('these', -0.001120848541855145), ('in', -0.0015878270022660567), ('of', -0.00771506197247841)]	1
413	1	But the skeptics have taken on a brasher, bolder tone in recent months. 	[('tone', 0.008447258256044272), ('skeptics', 0.0014866333992960335), ('on', -0.0048949045319581575)]	1
414	1	President Donald Trump said Wednesday that he would become the first U.S. leader to attend the March for Life, one of the nation’s largest anti-abortion protests, in person later this week. The move is likely to be seen as an attempt by the president to appeal to his evangelical base at a time of fierce political turmoil.	[('for', 0.031109291473716084), ('is', 0.010009610615124565), ('that', 0.006164156042555633), ('political', 0.0032495498084291075), ('attempt', 0.0006416686583033082), ('the', -0.00019629343114053956), ('Wednesday', -0.0015090174857821804), ('move', -0.0033979139277693503), ('become', -0.006966431505002928), ('be', -0.010701634729581477)]	1
415	1	Senate Majority Leader Mitch McConnell shredded a House Democratic anti-corruption proposal on Wednesday over a provision that would make going to the polls a national holiday.	[('going', 0.031665495969319425), ('House', 0.007469687101241588), ('a', 0.0), ('Mitch', -0.002403148436808379), ('Leader', -0.010397681373214522)]	1
416	1	Since the migration crisis erupted in 2015, mainly fuelled by the war in Syria, Greece has granted asylum to around 40,000 people, Mitarachi said.	[('to', 0.01888887560573687), ('in', 0.0066745975487936485), ('fuelled', 0.0003431046671837312), ('has', -0.001656527115821742)]	1
417	1	The safe, heavily researched HPV vaccine remains tragically under-used — and anti-vaccine movies and conferences could make it more so if we’re not careful.	[('so', 0.019776271186440673), ('we’re', 0.004868636463567424), ('careful.', 0.00020965940965473663), ('heavily', -0.005029123969722509)]	1
418	1	Samoa on Thursday closed all non-essential public and private services for two days to combat a measles epidemic that has killed more than 60 people, mostly babies and children, in a battle complicated by a vocal anti-vaccination movement.	[('in', 0.023847236082283837), ('to', 0.011788867733393995), ('that', 0.005429376365378633), ('children,', 0.00023825102736388937), ('public', -0.0004895654659805549), ('mostly', -0.0027475325969924047), ('has', -0.013147853612598879)]	1
419	0	In Australia, record high temperatures and drought exacerbated by the climate crisis have ignited blazes that have killed more than two dozen people and destroyed 2,000 homes since September.	[('2,000', 0.021362107224451907), ('since', 0.007252669314058308), ('by', 0.00026023128058550447), ('killed', -0.000933663863428229), ('Australia,', -0.0018718669798041365)]	1
420	1	President Donald Trump touted how his reversal of Obama-era regulations on the fossil fuel industry has led to the United States being the largest producer of oil and natural gas in the world during his State of the Union address on Tuesday at the U.S. Capitol.	[('Obama-era', 0.018882391206225237), ('Trump', 0.008469596771292312), ('Tuesday', 0.0049679179316629105), ('United', 0.003955541421050573), ('largest', 0.0022793482267742427), ('touted', 0.0007969418138024631), ('regulations', -0.007555128135356629), ('has', -0.017607293791141218)]	1
421	1	After winning his 15th major championship, the legendary golfer Tiger Woods got a chance to laugh at all who doubted him.	[('his', 0.013360119932599836), ('the', 0.0033524156027321993), ('Woods', -0.0010197721908800973), ('to', -0.0066245469507640285)]	1
422	1	Schlapp’s apology comes as the U.S. is convulsed by protests after the police killing in Minnesota last month of a black man, George Floyd, by a white police officer, who knelt on his neck for nearly nine minutes. That officer has been charged with second degree murder and three fellow officers have been charged in abetting Floyd’s death.	[('for', 0.017940347633336042), ('after', 0.011448241590000796), ('fellow', 0.00808784429838635), ('George', 0.005631866252418397), ('murder', 0.0010786480132727128), ('Minnesota', 0.00037097961697032055), ('a', 0.0), ('is', -0.0007156969236235434), ('Floyd’s', -0.0026355286567704595), ('officers', -0.008008893860775503)]	1
423	0	As the senators’ letter pointed out this week, government watchdogs have repeatedly called out the PHEAA’s mismanagement of the program over the years.	[('this', 0.02704701413663126), ('the', 0.002397318824306448), ('out', -0.001823477306682386), ('over', -0.00705646411358979)]	1
424	1	Day said that some Democrats had phoned her to say they would not vote for Hillary Clinton because of her extreme pro-abortion stance.	[('pro-abortion', 0.02806650771005943), ('her', 0.0020846504779245024), ('Democrats', -0.0016146120649216478), ('that', -0.0096595227714325)]	1
425	1	The disqualification was emblematic of what many women who wear hijabs go through while participating in sports.	[('of', 0.011925600383307977), ('hijabs', 0.0030468855912327186), ('many', -0.008020397140841188)]	1
426	1	Polling throughout the Democratic primary showed Sanders triumphing with young voters by massive margins, and early polling in the general election has shown Biden running weaker with younger voters than past Democratic nominees.	[('and', 0.018589298130706693), ('with', 0.006744512845112471), ('past', 0.0036308392313996484), ('younger', -0.0006943825389683555), ('margins,', -0.0021883202832613667), ('triumphing', -0.005088408132553785)]	1
427	1	Four states will hold their primary contests on Tuesday night, despite Georgia and Louisiana each postponing their elections previously scheduled for a few weeks later over concerns of the spreading Wuhan virus.	[('previously', 0.02310309321394577), ('each', 0.005793178071605283), ('postponing', 0.0006948057467478453), ('a', 0.0), ('primary', -0.003225605120033943), ('Four', -0.013668000856905544)]	1
428	1	One driving force behind the record rates of youth sports officials and referees quitting is increasingly abusive and belligerent behavior by parents, including verbal abuse, threats and even fights.	[('officials', 0.02113131313131314), ('increasingly', 0.010617767940916014), ('youth', 0.006841769330169065), ('verbal', 0.0002676123939786801), ('driving', -0.0006348762763200333)]	1
429	0	For decades, opponents of reproductive rights have faced a judicial arithmetic they could not overcome: there simply weren't five justices willing to overturn Roe.	"[('decades,', 0.022763024228965433), ('have', 0.004000762340384937), ('opponents', -0.00013071395909292739), (""weren't"", -0.004031665088187828)]"	1
430	1	Several medical and advocacy groups have insisted abortion services should be considered as essential health care during the Chinese coronavirus pandemic and not subject to delays or a reduction of availability that will affect other health services.	[('should', 0.032054668522035486), ('services', 0.007980993179425102), ('abortion', 0.004417860356472942), ('coronavirus', 0.00021219001072810827), ('subject', -0.0004596663109126431), ('and', -0.004598860934074297), ('will', -0.014019930169119317)]	1
431	1	Proposals to restructure repayment programs or dip into retirement accounts don’t prevent students from taking out dangerous amounts of student loans in the first place.	[('of', 0.014573237560176129), ('or', 0.00810890022675737), ('repayment', 0.0013613843105385714), ('dangerous', -0.00390993615763981), ('place.', -0.020760125126546153)]	1
432	1	Hungary is backing President Trump in his crackdown on migrants claiming asylum at the southern border -- as the government touts its own success in drastically reducing the influx of migrants into the country.	[('southern', 0.01311296065758072), ('of', 0.0071201970503414255), ('touts', 0.0012374963949788476), ('border', 0.000862246900458541), ('its', -0.00048282144177052677), ('as', -0.008941148234150204)]	1
433	1	We speak with Varshini Prakash, founder of the Sunrise Movement, a youth-led climate group that has occupied and lobbied at congressional offices, risking arrest to demand adoption of the Green New Deal and bold climate leadership.	[('of', 0.014480376764473639), ('offices,', 0.0015637919742040663), ('lobbied', 0.0003551052167600699), ('congressional', -0.0003721993375455246), ('Movement,', -0.0015022714604358278), ('occupied', -0.007735750357672047)]	1
434	1	Big Labor is not buying the Democrats' Green New Deal, saying the proposed economic and energy reforms could cause “immediate harm” to millions of union employees and threaten their livelihoods.	[('“immediate', 0.02065061147493318), ('Labor', 0.006658133341025905), ('not', 0.0027983348636987314), ('reforms', 0.0005634619050204026), ('the', -0.0034599840400512004)]	1
435	1	Former Defense Secretary William Cohen on Friday called out President Donald Trump’s violent rhetoric about anti-racism protesters, warning the White House is “leading us down the trail toward a dictatorship.”	[('called', 0.02599991031266746), ('William', 0.010677093838056777), ('Secretary', 0.005132438651519058), ('Donald', 0.00020995899406809682), ('Friday', -0.005437713097408218)]	1
436	0	The No. 1 vaccine refusal hotspot is in New York, a new report from the Blue Cross Blue Shield Association finds.	[('new', 0.044643743422866144), ('Blue', 0.0029903130620645324), ('Cross', -0.0007660489138531523), ('York,', -0.009766335687608109)]	1
437	1	Two years after the Trump administration made the state-sanctioned kidnapping of children at the border official U.S. policy, the horrors around this crime against humanity continue to be exposed.	[('this', 0.023102479832185517), ('kidnapping', 0.006254573713112066), ('the', 0.002138151177962502), ('official', -0.0009783906477194215), ('state-sanctioned', -0.007915293905532245)]	1
438	0	Amid a measles outbreak that has sickened more than 50 people in the Pacific Northwest, Washington lawmakers heard testimony Friday on a bill that would remove parents’ ability to claim a personal or philosophical exemption to opt their school-age children out of the combined measles, mumps and rubella vaccine.	[('Friday', 0.010881236350683809), ('bill', 0.007871234773711515), ('outbreak', 0.003974472755571522), ('philosophical', 0.0013561324106292406), ('a', 0.0), ('mumps', -0.00038412987902921805), ('children', -0.002284047028773194), ('to', -0.006175962124979374), ('their', -0.012527500291618426)]	1
439	1	Over the past few decades, RFK Jr.’s famous name has helped him get in the door to talk to important people, and it probably isn’t long before the person who is all jacked up to meet a Kennedy realizes the guy is totally cray-cray.	[('decades,', 0.02791493435459275), ('it', 0.01078655087072), ('people,', 0.0033354167620940323), ('talk', 0.0011294508101871437), ('a', 0.0), ('and', -0.0017884006170680977), ('to', -0.0045413850900490535), ('important', -0.011258185941043062)]	1
440	0	Since then, CTE has expanded from football to raise red flags around a myriad of other sports including soccer, rugby, horse racing, bull-riding, skiing/snowboarding, hockey, and wrestling.	[('then,', 0.02770032876313658), ('and', 0.010313725063169856), ('soccer,', 0.00024336157306893092), ('football', -0.0008915578133358948), ('myriad', -0.004036513937117931)]	1
441	1	A federal judge on Wednesday temporarily blocked a Trump administration order that allowed state and local governments to refuse the resettling of refugees, finding the policy likely “unlawful.”	[('of', 0.02214675121086316), ('Wednesday', 0.005309497637823628), ('the', 0.0023991291727140816), ('federal', -0.0001414851708394016), ('and', -0.00867903567770817)]	1
442	0	CTE is a degenerative brain disease that has been found in former players of North American football , soccer, hockey, rugby union and others exposed to repeated head injury.	[('others', 0.026584079983360546), ('former', 0.001465788827412864), ('North', 0.0002838775226955459), ('hockey,', -0.0011196699382497754), ('that', -0.009007293784853359)]	1
443	1	Thunberg lambasted business and political elites gathered at WEF Tuesday for not doing enough to tackle climate change, warning that time was running out.	[('for', 0.0312637024438541), ('warning', 0.006769613012614469), ('tackle', -9.309237322455477e-05), ('Tuesday', -0.002679702034664654)]	1
444	1	Since the Democrat Congress and the Obama administration orchestrated the government takeover of student loans in 2010 the total amount of student loan debt has exploded.	[('total', 0.009764225874322557), ('government', 0.004035393772261062), ('takeover', 0.002337282329378274), ('Democrat', -0.0025168546447723174), ('amount', -0.009326946744646654)]	1
445	1	The argument that the real way to end abortion is to make abortion unnecessary by establishing a generous cradle-to-grave welfare state salves left-wing Christians' consciences for their support of radically pro-abortion politicians like Sen. Bernie Sanders.	"[('politicians', 0.025945875643197322), ('argument', 0.013097202228428348), ('is', 0.003462316041107739), ('unnecessary', -7.574206705774688e-05), ('real', -0.003750874363012472), (""Christians'"", -0.005986673347637325)]"	1
446	1	The ideas promoted by anti-vaccination groups — which rely on pseudoscience and conspiracy theories about the government and pharmaceutical companies — are false.	[('about', 0.022733185596386506), ('on', 0.005193560339962604), ('companies', 0.0013261162912813185), ('and', -0.01093472492425426)]	1
447	0	Rep. Ilhan Omar (D-MN) on Tuesday proposed legislation that would extend cash benefits from the latest emergency coronavirus relief measure to members of “mixed status” families and stressed that the next stage of relief must extend cash payments to non-citizens.	[('non-citizens.', 0.05275831469140231), ('members', 0.0093136813157579), ('that', 0.005261792509401581), ('payments', 0.00201022662652819), ('Omar', -0.0012301130561628614), ('of', -0.002897483712539385), ('on', -0.007718292208829465)]	1
448	1	Liberal economist and New York Times opinion writer Paul Krugman, in a scathing column this week, warns that extreme events like the wildfires that have been devastating Australia are a preview of things to come — and he stresses that right-wing politicians who deny the reality of climate change are as great a threat as the events themselves.	[('politicians', 0.021397123451082748), ('to', 0.009335355211071192), ('Liberal', 0.005818843170184166), ('as', 0.0038292429341880417), ('extreme', 0.0015842773161386925), ('stresses', 5.633644124695025e-05), ('that', -0.00029411700579374145), ('the', -0.0011453404776653874), ('devastating', -0.0032906828329010663), ('of', -0.009348513472153052)]	1
449	1	Racist Rep. Steve King (R-Iowa) said generations of people would not be here without rape and incest while making the case for anti-abortion legislation without exceptions for victims of those crimes.	[('making', 0.012863573330348346), ('the', 0.0059280226262029756), ('incest', 0.002128016569533516), ('rape', -0.0002939706785386154), ('not', -0.006409790972728974), ('and', -0.016247459518207642)]	1
450	1	Trump used to say that Mexico will pay for the wall, but since that is impossible, he has endorsed the bizarre claim that the wall will pay for itself.	[('used', 0.044318174168506176), ('pay', 0.004512355230520434), ('endorsed', -0.00020297051739583293), ('impossible,', -0.005327676986909153), ('for', -0.012219626310848407)]	1
451	1	In Philadelphia, there were also reports that the city was ignoring social distancing standards by cramming their new voting machines (one per jurisdiction) into multi-precinct voting locations, which forced voters and poll workers to stand on top of each other.	[('new', 0.022983697737830412), ('reports', 0.004299695106541185), ('(one', 0.0018731156058839715), ('per', -0.00016842377161958245), ('voting', -0.002832689393415526), ('were', -0.004784048468024932), ('In', -0.009097788004740141)]	1
452	1	President Donald Trump surprised reporters at the White House briefing room on Thursday, continuing his demand for wall funding.	[('for', 0.027462223973865333), ('Thursday,', 0.00710234221615397), ('briefing', -0.0036510186125732415), ('his', -0.01639092080483696)]	1
453	1	Now, the data shows there is an aftershock in the form of the looming tsunami of student debt defaults that will hit communities of color the hardest, according to data compiled by the National Center for Education Statistics and Demos, a progressive think tank.	[('student', 0.02247277011368389), ('Demos,', 0.0026846511401436633), ('tank.', 0.0010949476016766247), ('the', 0.0007811959478479492), ('communities', 0.00048172754574127286), ('by', -0.003796411120998112), ('Now,', -0.008025882904354555), ('for', -0.016657686655697366)]	1
454	1	While the majority of Americans seem to accept scientific information about the deadly coronavirus and are wary of reopening the country before we can be sure it’s safe, one segment of the population is driving the opposite narrative. This group is small but vocal, and represents a predictable if threatening merging of forces.	[('country', 0.01441544506542268), ('information', 0.007997982995077861), ('majority', 0.004869693902690402), ('the', 0.0019154256060323438), ('represents', 0.0008381331879424769), ('a', 0.0), ('accept', -0.0016080246913580253), ('vocal,', -0.005171695107708717), ('can', -0.012731949890743999)]	1
455	1	Since Roe v. Wade, when the Supreme Court recognized the constitutional right to an abortion, state lawmakers have devised novel ways to cut off access to the procedure without banning it outright. One strategy is to require clinics and doctors to comply with an ever-expanding list of regulations, with the goal of essentially red-taping providers out of business.	[('out', 0.01956545101236269), ('abortion,', 0.011229484103172958), ('strategy', 0.003590272914959761), ('the', 0.001321945848556132), ('Roe', 0.0004452698137255184), ('ways', -6.394941632709372e-05), ('an', -0.0022294582529667293), ('an', -0.0034179876223615424), ('Supreme', -0.005031824319318129), ('business.', -0.008822856383900625)]	1
456	1	A three-year-old girl in China’s Jiangsu province died after receiving a rabies vaccination last month, an ominous development in light of persistent scandals over low-quality and improperly-handled vaccines.	[('died', 0.021382710905341763), ('after', 0.009455741883503444), ('ominous', 0.0005281909842144316), ('rabies', 0.0), ('China’s', -0.006969280703366709)]	1
457	1	Democrats have seethed as they helplessly watched the Trump administration undo or block a slew of Obama-era environmental proposals during the past two years.	[('of', 0.013306281651997392), ('the', 0.004068291800939708), ('helplessly', 0.000679848595964534), ('have', -0.001917388185046409)]	1
458	1	Despite achieving a historic position of leadership in the highest level of national football, Sowers said she experienced LGBTQ discrimination in sports while in college, when was rejected from a volunteer coaching job because of her “lifestyle.”	[('rejected', 0.027572349439031703), ('Despite', 0.005500516000109514), ('coaching', 0.0018968087390274346), ('leadership', 0.0003826016543286548), ('sports', -0.0030230259915940026), ('“lifestyle.”', -0.008007794972254834), ('position', -0.02135390091390093)]	1
459	1	The damages bankruptcy inflicts on debtors looks appealing to the twenty percent who say they’ll be in debt until they die. Obama’s proposed change could start a run that would greatly increase costs to the federal government and, by extension, taxpayers.	[('bankruptcy', 0.03035310919558258), ('say', 0.009828571169493969), ('by', 0.003706755614193793), ('increase', 0.0006102786411758087), ('the', 0.0002234413804225155), ('and,', -0.003645539228180971), ('would', -0.010450781454756173)]	1
460	0	Olympic swimming champion Cameron van der Burgh said he has been battling the coronavirus for the last two weeks.	[('two', 0.009264251578767693), ('coronavirus', 0.0005023262801228867), ('Cameron', -0.0003090992236275447), ('for', -0.01681950083418414)]	1
461	1	Their work came on the heels of an IPCC report that warned of dire environmental, economic and health consequences in the absence of any serious momentum toward decarbonization by 2030.	[('serious', 0.017306937663536318), ('consequences', 0.007101313431400433), ('momentum', 0.0019449004969977301), ('economic', -3.3779601930647995e-05), ('absence', -0.00882394368926489)]	1
462	0	After a two month shutdown, professional sports slowly began to re-emerge from under the COVID-19 cloud during the weekend as several events returned to television — all without fans in attendance.	[('shutdown,', 0.016147311439835735), ('events', 0.00998823266641037), ('sports', 0.0007923879481780838), ('television', -0.0008401770429852918), ('the', -0.0026134833091436814), ('attendance.', -0.011781626996885482)]	1
463	1	The doctors note that continuing abortions – some of which are likely to develop complications – place greater stress on a healthcare system that is under tremendous pressure at the current time.	[('of', 0.017133301721955853), ('likely', 0.0042958942102448725), ('system', 0.0005404349366787498), ('that', -0.0016280923446943707), ('is', -0.00304205188080625), ('are', -0.022212352081042743)]	1
464	1	And while states like Massachusetts—among others—automatically cancel debt if a borrower dies or becomes disabled, New Jersey has chosen a different path, encouraging students to buy life insurance to cover their debt and take co-signers off the hook in the event of a tragedy	[('different', 0.024571216850666263), ('their', 0.01069613516094558), ('to', 0.006723256830138104), ('a', 0.0), ('states', -0.0007905460319182845), ('New', -0.0017219835821176254), ('path,', -0.003849622819272752), ('students', -0.015616600642544045)]	1
465	1	Trump, who has been critical of the Iraq war, in a tweet called Powell “a real stiff.” Powell is the latest former top military officer to rebuke Trump in the wake of sweeping mass protests aimed at fighting racial injustice spurred by the May 25 death of an unarmed black man in Minnesota.	[('been', 0.017705066730423755), ('25', 0.013740541711134303), ('critical', 0.007651125757331062), ('top', 0.0038944422883208695), ('real', 0.00043222363090948955), ('stiff.”', -2.4825932776891822e-05), ('the', -0.0011614658925979792), ('Powell', -0.0024543929101011872), ('tweet', -0.003144581562638167)]	1
466	0	Mason Lowe — described as a beloved professional bull rider and a star in the sport — was competing in an event in Colorado on Tuesday night when he was knocked off a bull who then stomped on his chest, killing him, officials and witnesses said.	[('when', 0.02123053586181686), ('he', 0.008987256262577539), ('chest,', 0.0021151776661850006), ('and', 0.00105543784950061), ('Lowe', 0.0), ('stomped', 0.0), ('killing', -0.007358947411887847), ('night', -0.014180415760513371)]	1
467	1	In a September executive order, President Donald Trump gave states and local governments the right to reject refugees, but instead of saying no, most state and local officials have blindsided the administration by opting in, according to two former officials familiar with the matter.	[('most', 0.025874467965807644), ('gave', 0.010185900576403673), ('to', 0.007286160964939566), ('local', 0.0018726070832472607), ('local', 0.0005935198086642701), ('the', -0.0005569867686412999), ('order,', -0.001459677429768389), ('of', -0.013494469483333549)]	1
468	1	The idea behind the conspiracy is that these miracle vaccines — and they are medical miracles — can cause autism, when there is no data to back that up.	[('to', 0.015362697184689094), ('and', 0.007845374544685571), ('behind', 0.0012746040193779252), ('autism,', -0.00012923642153744863), ('the', -0.006285652177478214)]	1
469	0	The Trump administration and Republicans in Congress have stepped up their efforts to hold China accountable for intellectual property theft, unfair trade practices, and aggression towards U.S. allies in East Asia, as it seeks to replace the U.S. as the world’s superpower by 2049.	[('for', 0.016341833754919665), ('efforts', 0.008077184068776088), ('practices,', 0.0054300655679327655), ('Republicans', 0.0031374433995123518), ('by', 0.0006004518250058966), ('intellectual', -0.00021379573986940237), ('seeks', -0.003891943835786861), ('Trump', -0.008622402646399963)]	1
470	1	This group is small but vocal, and represents a predictable if threatening merging of forces.	[('This', 0.031922399318177044), ('represents', 0.001391084780446582), ('forces.', -0.005936298651880461)]	1
471	0	Since 2016, climate scientists have been revising their estimates of the pace and severity of climate change, and the problem today looks more severe than their worst-case scenarios from three years ago.	[('looks', 0.022983034917223918), ('than', 0.007213438301768273), ('climate', 0.0015183258567350688), ('pace', -0.0004757945883369608), ('and', -0.003474595379692733), ('from', -0.01613120583538319)]	1
472	0	The community leaders at Wilmington’s Bethel AME Church urged Biden to pick a black vice presidential running mate, and said the protests were a reflection of frustration about the lack of attention and resources for African-American communities.	[('presidential', 0.03221595329952489), ('attention', 0.010082246092758656), ('at', 0.0016935757423816923), ('Bethel', 0.0), ('black', -0.001353186900944292), ('Church', -0.004941186255476937), ('protests', -0.017191618822237936)]	1
473	0	Rep. Alexandria Ocasio-Cortez (D-NY) on Tuesday blasted President Donald Trump’s border wall as a “monument to hate” and a “monument to himself.”	[('Trump’s', 0.010573477548978057), ('blasted', 0.002252854665641986), ('wall', 0.000750769498833801), ('to', -0.006295182618102965)]	1
474	0	The organization named Leung as its new president and chief executive officer on Tuesday as it fights to retain its status as the national governing body for the sport after the Larry Nassar sexual abuse scandal.	[('it', 0.025056137948786437), ('Tuesday', 0.007764585311901734), ('Nassar', 0.000830078938690042), ('sport', -0.0007081192937417513), ('as', -0.0037053323307493467), ('abuse', -0.009389870367498136)]	1
475	1	Trump likes to tell this story with vivid and completely made-up details about swaddling a baby in blankets before murdering it. The Senate held hearings in which anti-choice activist Jill Stanek — a crazed, racist liar who also claims Chinese people think aborted fetuses are a “delicacy” — claimed, almost certainly falsely, that she once witnessed a baby being killed this way. 	[('she', 0.020757001571546283), ('it.', 0.009064207791457978), ('who', 0.0054967709817396355), ('murdering', 0.002281139161975064), ('likes', 0.0017432962800448416), ('swaddling', 0.0), ('a', 0.0), ('think', -0.0013773163153058098), ('tell', -0.0034931900406675598), ('that', -0.005189106677354194), ('also', -0.01128818104672551)]	1
476	1	Americans Need To Stop Hurrying Young People Into Student Debt Slavery. Above all, we must give high schoolers personalized post-secondary educational recommendations before they get caught in the quagmire of student debt.	[('student', 0.014636323007674264), ('Above', 0.002016359513502377), ('all,', 0.0006878531073446215), ('Slavery.', -2.7891006946074715e-05), ('before', -0.002647798742138371), ('To', -0.011735623211033032)]	1
477	1	The DACA amnesty-for-wall funding plan is despised by Trump’s most loyal supporters who have warned the administration against caving to the big business lobby and billionaire donor class, both of which have pushed for an amnesty for illegal aliens for the last two years.	[('most', 0.02538309077321201), ('big', 0.008690993296543438), ('for', 0.0046968878493345535), ('an', 0.001332278306510034), ('caving', 0.00033512246260289813), ('the', -0.0007148379293662343), ('last', -0.003878946154733095), ('warned', -0.01169535211548678)]	1
478	1	Spanish football was marred by a player being racially abused during a league game on Saturday, along with street clashes between rival fans outside stadiums before two matches.	[('between', 0.01994733606173936), ('matches.', 0.0032148027960201262), ('outside', 0.0011993179516791774), ('Saturday,', 0.00018926041450711083), ('before', -0.004608824089956164)]	1
479	1	When it comes to the Green New Deal blueprint to address the climate crisis, Republicans generally like to pretend it calls for the elimination of hamburgers.	[('of', 0.02695856541459478), ('the', 0.0017863518657422017), ('crisis,', -0.0010557538938588428), ('Deal', -0.003167013366183522), ('for', -0.022637828798716363)]	1
