index	true_label	text	lime	pred_label
237	1	Oh for crying out loud. The desperation. Imagine if you got your news only from the New York Times, and how bigoted that would make you against non-liberals.	[('out', -0.016365338648625858), ('York', 0.0140499579947293), ('would', -0.014032796974271055), ('only', 0.012186200859442038), ('if', -0.010251416365885398), ('that', 0.009514794653451774)]	0
238	1	Thousands of asylum seekers crammed in border towns near the Texas-Mexico border awaiting U.S. immigration hearings are at risk of dying from coronavirus because of poor health access and unsafe conditions, advocates say.	[('at', -0.027247330496275465), ('Texas', 0.017180309487004327), ('conditions', 0.012910811941925827), ('advocates', 0.012145705024274906), ('from', -0.011603737844916582), ('dying', 0.00913598479594356)]	0
239	1	But even those who take steps to better their financial situation often end up stunting their opportunities in the long run thanks to the high cost of financial services. College offers a prime example.	[('services', 0.041084555983239526), ('prime', -0.02591214387796209), ('who', -0.015621829731476786), ('run', -0.01030900827845333), ('But', -0.009735588443506348), ('often', 0.007480527548399487)]	0
240	1	A firefighter was killed by a falling tree while battling the Australian wildfire crisis overnight, and the prime minister on Sunday said his government was adapting and building resilience to the fire danger posed by climate change.	[('crisis', 0.02374907678307605), ('his', -0.012078973661807034), ('prime', -0.009374841743185721), ('Sunday', 0.008404606588466812), ('danger', -0.00791115737715555), ('the', -0.005187373137548546)]	0
241	1	Naturally, of course, right-wingers reacted in the ugliest way possible: By arguing that Thunberg’s identity — as a young person, as a person on the autism spectrum and, although they are careful not to say this directly, as a girl — inherently discredits what she has to say.	[('has', -0.03611165395897245), ('this', 0.029265278234235602), ('what', -0.02153415279950911), ('she', -0.016704518787593266), ('possible', -0.015907605863501387), ('they', 0.014146502909360975)]	0
242	0	According to the Guardian, a survey of 15 British female Olympians found that most feel that allowing transgenders to compete alongside natural-born female athletes is likely unfair to the women and they want more research before new rules are made.	[('born', -0.021263067628131394), ('made', 0.021135702375578998), ('research', -0.018407854971960732), ('15', -0.017804311380034802), ('most', -0.017763332937180708), ('of', 0.013184520893986121)]	0
243	1	Rep. Liz Cheney (R-WY), the chairwoman of the House Republican Conference, added that Republicans are fighting “pure evil” on the part of those who would kill babies after being born.	[('Republican', 0.022201151089760455), ('after', -0.0205161886838252), ('part', -0.019842174759053022), ('being', -0.018891807760351507), ('added', -0.01566661952424135), ('born', -0.015286444842383565)]	0
244	0	Meanwhile, Thunberg first made headlines when her Fridays for Future campaign went global in the last few months. At a U.N. climate conference in September, she repeatedly scolded world leaders, asking, “How dare you?”	[('months', 0.026431676406376104), ('she', -0.01856160629217677), ('few', -0.01850326647404847), ('you', 0.01714647318655771), ('September', 0.014493970231680501), ('went', 0.013756134554363706)]	0
245	0	Trump made the announcement on Twitter hours after Governor Roy Cooper, a Democrat, rejected Republican demands for a full-fledged presidential nominating convention in Charlotte, telling organizers that planning for a scaled-down event was “a necessity” due to the coronavirus.	[('after', -0.04271877046334461), ('full', 0.02517642220418158), ('Republican', 0.02261843171922077), ('Twitter', -0.0186632324586157), ('event', -0.014516479620162415), ('made', 0.014489229392737535)]	0
246	1	USA Today Sports published a broadside against youth tackle football, claiming that the sport is just too dangerous for children.	[('children', -0.029338450545262313), ('too', -0.01671866470674398), ('just', 0.013352531123989653), ('claiming', -0.011396072733745287), ('the', -0.009126801313701586), ('Today', -0.004738202297014641)]	0
247	0	After walking off following another hardcourt loss to Novak Djokovic, allowing Serbia to level the final after Roberto Bautista Agut won the opening singles for Spain, Nadal urged the men's tour and the sport's international governing body to form one major team tournament.	[('after', -0.03425427641942524), ('international', -0.022655322062435618), ('one', -0.021302534807979494), ('allowing', -0.019152212767906917), ('urged', -0.015107414428411778), ('and', -0.01455146123517406)]	0
248	1	The anti-vaccine crowd frequently falls back on the claim that vaccines cause autism, despite more than two dozen studies clearly showing that vaccination does not increase the incidence of autism. Nor did it make a whit of biological sense that vaccines would.	[('back', -0.05109334844929346), ('did', -0.025970043139397558), ('two', 0.024154147955787957), ('on', -0.016766355603582538), ('than', -0.015212583326476382), ('cause', -0.014258323105670661)]	0
249	1	 Gautney consented to this field, job, and city, so if she has an issue with compensation or cost of living, switching to a more lucrative field or cheaper place to live is a decision she should make for herself, not a decision that ought to be bailed out by unsuspecting taxpayers who played no role in the choice. 	[('has', -0.01717444328620405), ('if', -0.015997198545856864), ('for', -0.01595755621359435), ('compensation', -0.013674799489506811), ('this', 0.012884563294675536), ('should', 0.011150977214362598)]	0
250	0	Joe Biden appeared to suffer trouble with his teleprompter on Friday and said George Floyd was to blame for his delayed jobs plan.	[('George', -0.0305980259478037), ('was', -0.017851937604353628), ('jobs', -0.01657223118916982), ('and', -0.013670004684442688), ('plan', -0.011303859849014001), ('Friday', 0.008666589312751254)]	0
251	1	For about five years, between 2006 and 2011, HuffPo was a hotbed bed of anti-vaccine conspiracy theorizing.	[('years', -0.023935874555234517), ('and', -0.018575575680726254), ('five', -0.012160253569861728), ('bed', 0.01175811006068776), ('of', 0.01146094062313669), ('between', 0.010797295140502788)]	0
252	1	U.S. Rep. Steve King, under fire for defending white nationalism and white supremacism is now endorsing President Trump’s desire to declare a national emergency to build his wall.	[('endorsing', -0.026252284556092235), ('now', 0.021432732209362745), ('desire', -0.020514283696827826), ('emergency', 0.01051558969541644), ('and', -0.008751978498614374), ('his', -0.007777224675249787)]	0
253	1	The case made by Geoffrey Skelley and Nathaniel Rakich was simple: Supposedly Americans strongly prefer Biden and Democrats over Trump and Republicans, and they are particularly upset with Trump and other Republicans’ attempts to reopen the country as the global Coronavirus pandemic rages.	[('over', -0.03424831847060838), ('reopen', 0.01595886742734524), ('they', 0.012932395721497956), ('upset', -0.011254602012974744), ('case', 0.010888119171482559), ('simple', -0.010771630881211561)]	0
254	0	Sen. Elizabeth Warren would capitalize on the federal government's current legal authority and begin canceling existing student loan debt on her hypothetical first day in office.	[('debt', 0.02563536038363768), ('her', -0.01962002734094987), ('legal', -0.017814966225833433), ('Sen', 0.01438082806115532), ('authority', 0.012717008407048869), ('student', -0.012514288943154532)]	0
255	1	A federal visa program allowing international students to work at firms in the United States after graduation appears to have been exploited by fake companies providing false employment verifications, according to an NBC News/NBC Bay Area investigation.	[('after', -0.05258432182420349), ('United', -0.02605610700234559), ('international', -0.022588195568573048), ('been', -0.021285337878279333), ('students', -0.019906089208849922), ('allowing', -0.01706827029651545)]	0
256	1	But COVID-19 is shaking her views. The woman who would identify herself only as Stephanie, citing a fear of reprisals from committed anti-vaxxers, says she is now 50:50 on taking a vaccine should one be discovered for the respiratory disease caused by the new coronavirus.	[('one', -0.023478472101358352), ('only', 0.016997676977933397), ('Stephanie', -0.016342072710105883), ('should', 0.01557116914608752), ('would', -0.014526292317273697), ('now', 0.013981108287783282)]	0
257	0	Democrats this week approved legislation to require background checks for essentially all sales and transfers of firearms -- but rejected GOP-led efforts to amend the legislation to alert law enforcement authorities when gun buyers, including illegals, fail those background checks.	[('all', 0.02479064281919963), ('essentially', -0.0169867281093567), ('this', 0.016796147408944622), ('and', -0.012061414549168592), ('amend', -0.010589328773251338), ('week', -0.008445588243808878)]	0
258	1	The picture that emerges is of a system of staggering complexity, riddled with obstacles and cracks, that prioritizes babies over mothers, thwarts women at every turn, frustrates doctors and midwives, and incentivizes substandard care.	[('over', -0.01758828966697071), ('care', -0.013523287912909255), ('picture', -0.009670708460585408), ('babies', -0.008880437503839843), ('of', 0.006448091233680226), ('women', 0.00595341593551378)]	0
259	1	Mnuchin aroused controversy last week after he told reporters at the World Economic Forum in Davos, Switzerland, that he did not consider the outspoken Thunberg to be a legitimate critic of fossil fuel investments.	[('did', -0.029104177172356686), ('after', -0.02768427553021486), ('reporters', -0.02322836836302864), ('told', 0.020598057126625293), ('World', -0.01644172590759998), ('consider', -0.014697437449042502)]	0
260	1	While health experts say a vaccine to prevent infection is needed to return life to normal, the survey points to a potential trust issue for the Trump administration already under fire for its often contradictory safety guidance during the pandemic.	[('administration', 0.03401888299156303), ('already', 0.012951138662460148), ('experts', 0.012051913897261034), ('during', -0.011503543736646013), ('points', -0.009895056178012803), ('fire', -0.007724744532936231)]	0
261	1	The administration has stonewalled Congress during the impeachment proceedings and other investigations, but the American public overwhelmingly wants the Trump administration to comply with lawmakers.	[('has', -0.029497468190637924), ('but', -0.01753463153386497), ('administration', 0.014541729282702982), ('administration', 0.014424299959146675), ('proceedings', -0.014189042693774362), ('and', -0.011472293382247535)]	0
262	1	In his failed bid for the Democrat nomination for 2020, Beto O’Rourke said churches that oppose same-sex marriage should lose their tax-exempt status.  In other words, toe the non-Biblical party line or else!	[('should', 0.022137289486972102), ('line', -0.01640212553891424), ('bid', 0.01583625161408199), ('Democrat', -0.01557005679880036), ('said', 0.011798843891516047), ('failed', -0.011068374819481204)]	0
263	0	Earlier in the event, Biden vowed as president to hold energy giants liable for global warming and made a pledge to even jail executives.	[('and', -0.01694672049606459), ('pledge', -0.015004992186481898), ('jail', 0.013834089682769047), ('made', 0.01348643319669376), ('Biden', 0.012763696545376896), ('president', -0.010550893421370972)]	0
264	1	Pelosi made similar comments claiming that President Trump’s possible re-election threatens the world as House Democrats readied two articles of impeachment against the president.	[('possible', -0.026039807263963672), ('two', 0.02518050054789431), ('made', 0.021090460890618837), ('president', -0.02100557382661705), ('world', -0.014752808685276706), ('President', -0.013808714626296403)]	0
265	1	Michael Mann, arguably the world’s no. 1 climate alarmist, goes on to make proclamations that only a publication as ideologically compromised as the Guardian would think to publish.	[('only', 0.0220673048969427), ('world', -0.01315423420536373), ('would', -0.009621173168897927), ('make', 0.009160806880803604), ('to', 0.006771051143918858), ('to', 0.006473531131183728)]	0
266	1	It’s also why attempts to portray pro-lifers as racists smack of disingenuousness.	[('also', -0.021514639833962425), ('of', 0.012701154259738725), ('to', 0.01170099718661605), ('It', -0.010415323512639121), ('why', 0.008259525820681473), ('as', 0.0024769698887268455)]	0
267	1	As the United States women’s national team clinched their fourth World Cup title on Sunday, fans across New York City gathered at local watering holes and match parties, striking an optimistic tone about the future of the women’s game.	[('United', -0.022054268464643187), ('City', -0.01881317995583792), ('at', -0.014806213915204848), ('future', -0.014240543927448161), ('their', 0.013389787871046239), ('States', 0.01200458605744272)]	0
268	1	The Brazilian superstar’s career is a testament to what’s possible in women’s soccer — and also a reminder of how little attention the sport still receives.	[('still', 0.01868164831248062), ('little', 0.018308527902484658), ('also', -0.017215799085166943), ('and', -0.016400230495795223), ('possible', -0.014946701812000491), ('in', -0.014530582320758312)]	0
269	1	Refugees have become a hot button issue as millions attempted to flee the terrorist group ISIS and the southern border was swamped with asylum claims.	[('and', -0.020327142351066394), ('become', 0.017832591299740876), ('to', 0.013114105664004377), ('millions', 0.013033881383709195), ('group', -0.012047084860107058), ('the', -0.007764249417089945)]	0
270	1	Last year, XFL Commissioner Oliver Luck noted that the XFL reached out to Kaepernick, but the former NFL player demanded absurdly high $20 million a season salary.	[('to', 0.0201847767627792), ('but', -0.016864368050353105), ('demanded', -0.01627876676376955), ('20', -0.013724754501900057), ('player', 0.013584831783597463), ('year', 0.010108446670425979)]	0
271	1	Alarmingly, the Trump administration wants to take the reins off payday lenders.	[('administration', 0.045349600518704895), ('to', 0.014569074576962875), ('the', -0.008013449468142841), ('the', -0.007753739118012234), ('off', 0.00669917903525525), ('take', 0.0029097024834687213)]	0
272	1	When the Muslim ban was first enacted, it triggered chaos at airports and prompted widespread protest and legal challenges, and it continues to impose devastating costs on families and people who wish to come to the U.S.	[('who', -0.01969589497114069), ('When', 0.019427382651672282), ('legal', -0.01608831524258089), ('people', 0.012113039330156986), ('prompted', -0.011771009813920949), ('costs', 0.010114359009754412)]	0
273	1	This argument that the real way to end abortion is to make abortion unnecessary by establishing a generous cradle-to-grave welfare state is also an extension of the dishonest taunt that conservative Christians only care about babies before they’re born.	[('born', -0.027727257378832616), ('of', 0.018034365146908177), ('conservative', 0.01771198236204399), ('only', 0.01746844181557912), ('care', -0.016890376632354504), ('before', 0.016510901235208552)]	0
274	0	The new year brought continued tensions along the U.S.-Mexico border as U.S. authorities fired tear gas at migrants from the Central American caravan that has gathered there.	[('has', -0.03049414143963907), ('American', -0.02851144219253134), ('at', -0.028348797232602748), ('there', 0.017642348643901615), ('tensions', -0.01744740631467755), ('gas', 0.009244042784746623)]	0
275	1	President Trump is culpable in the preventable deaths of tens of thousands of Americans due to the evisceration of environmental protections in addition to the preventable deaths of tens of thousands of other Americans due to Trump’s disastrous response to the COVID-19 pandemic.	[('disastrous', -0.0076750019015348865), ('in', -0.007194716246838788), ('in', -0.006845001684617046), ('addition', 0.006414483159149451), ('due', 0.005056117261094092), ('to', 0.005009624371835953)]	0
276	1	But in an age when anti-vaccine conspiracy theories travel far and wide online and many parents are afraid of taking their pediatrician’s advice, Kentucky’s loose vaccination laws directly incentivize parents to follow Bevin’s lead.	[('laws', 0.014069658449724874), ('age', 0.009274135198304332), ('parents', 0.009210092730722921), ('to', 0.009011241355781045), ('an', 0.008740852085988493), ('online', 0.008601027597586396)]	0
277	0	Rep. Andy Barr (R-KY) said at a House Financial Services Committee hearing on Tuesday that Congress created the $1.5 trillion student loan debt crisis affecting 45 million Americans.	[('debt', 0.03544724690475188), ('at', -0.018790251832240853), ('Committee', -0.014064336071089636), ('said', 0.01172985445146296), ('affecting', 0.011601042481062933), ('Services', -0.010303818955907209)]	0
278	1	Curiously, both Kelly and Yen seem unaware of the influx of undocumented immigrants pouring into this country daily from countries with very low vaccination rates...	[('country', 0.018302717868369296), ('very', -0.01646691081022572), ('this', 0.013623752344091657), ('countries', 0.01263642077115893), ('daily', 0.011552120940648516), ('with', -0.01109029720440707)]	0
279	1	In New York, a mother-to-be faces childbirth without her husband, in Texas, hundreds of women seeking abortions are turned away, across the country, women are facing postponed mammograms and devastated by suspended fertility treatments.	[('country', 0.021147187913919892), ('Texas', 0.014421676598905976), ('York', 0.012393638488978844), ('facing', 0.011738603372260988), ('her', -0.011305084739384174), ('to', 0.010830223993056975)]	0
280	1	It’s no exaggeration to say that the anti-choice movement, from tip to toe, is stuffed with melodramatic liars and grifters.	[('choice', -0.021512471037669862), ('and', -0.015900659628925413), ('from', -0.014929701257476283), ('no', -0.013685867246364641), ('tip', 0.010095366581523433), ('to', 0.005537758385981366)]	0
281	1	They will not do that by making the Department of Justice even less accountable to elected officials, as Democrats are demanding. They will do it by slashing and burning the bureaucracy and its powers. Government by and for the people will perish from the earth if unelected officials are capable of weaponizing government against the people’s elected representatives.	[('Department', -0.019228973763480338), ('people', 0.017393877592488633), ('people', 0.016071778848051624), ('if', -0.01311621014879145), ('powers', 0.011759340073430255), ('They', -0.008877922775418998)]	0
282	1	Like the costly and controversial Green New Deal, which Booker co-sponsored in the form of a Senate resolution, Booker’s plan aims to address both climate change and economic inequality.	[('address', 0.029991544237607526), ('plan', -0.01791981401633738), ('aims', 0.013498495757392854), ('controversial', -0.011640667860213252), ('in', -0.011627163438382215), ('economic', -0.011055629525194004)]	0
283	0	Ohio's Down syndrome abortion ban and similar proposals around the country have triggered emotional debate over women’s rights, parental love, and the trust between doctor and patient.	[('debate', -0.032606154963006645), ('over', -0.02195260796528133), ('country', 0.021547663198989413), ('between', 0.020480188930049992), ('around', -0.01792035973536133), ('Ohio', 0.01506545090402743)]	0
284	1	 Trade jobs such as electricians or carpenters are in demand and provide steady salaries. Policymakers shouldn’t deter students who know a good job when they see it.	[('see', -0.032060166899391396), ('and', -0.01916953051795106), ('students', -0.01887439347172029), ('it', 0.012697639976122988), ('jobs', -0.011564252301473442), ('demand', -0.010857242306185077)]	0
285	1	Since 2016, Democrats have thrown sand, wrenches, and donkey poo into every gear of government to overturn the results of a free and fair election played by rules.	[('rules', -0.018883149361267327), ('government', -0.009611071368665902), ('and', -0.008522099957132113), ('of', 0.007803545897071714), ('Since', 0.0076597041110762105), ('results', 0.007215133171852905)]	0
286	1	Anyone who has shouldered the burden of six-figure student loan debt knows the heavy toll it can take. 	[('has', -0.030219313114749388), ('can', -0.021915568911091178), ('who', -0.014984576005846902), ('debt', 0.014631518068286189), ('student', -0.01375748262559864), ('of', 0.00942282311478821)]	0
287	0	Biden, who served eight years as vice president under Barack Obama, the first black U.S. president, cast himself as the candidate who best understands the longstanding pain and grief in the country’s black communities.	[('years', -0.02430517605951879), ('country', 0.016498493170331446), ('served', -0.013715237373724433), ('who', -0.011469869163273784), ('himself', 0.011182533869191751), ('Barack', 0.011157674891077815)]	0
288	1	One of the most common canards against immigration is the idea that illegal immigrants drive down the wages for native workers.	[('workers', -0.02776702863004071), ('down', 0.021908536872700276), ('most', -0.020331367315939392), ('that', 0.01715369034220132), ('wages', 0.01014340813362189), ('the', -0.009183819851478564)]	0
289	0	With our climate-impacted world now highly prone to fires, extreme storms and sea-level rise, nuclear energy is touted as a possible replacement for the burning of fossil fuels for energy – the leading cause of climate change.	[('possible', -0.023658961671924855), ('now', 0.02289981902919489), ('cause', -0.019736669989554523), ('nuclear', 0.01925271843552213), ('fires', 0.015069443558573202), ('of', 0.012439140404695072)]	0
290	1	Trying to bar women from abortion is bad enough in regular times, but it seemed even more sadistic during a pandemic and an economic crash, when financial and health concerns weigh more heavily than ever on women deciding whether or not continue pregnancies.	[('regular', -0.013705782962240936), ('in', -0.009007258900587905), ('continue', -0.008663402255170883), ('during', 0.008511604753224215), ('or', 0.007686996703155286), ('when', 0.007294472023099144)]	0
291	0	Ensuring a level playing field for athletes during their Olympic preparations may not be possible due to the coronavirus pandemic but it is a challenge World Athletics will strive to overcome, its president Sebastian Coe said.	[('will', -0.01538701292265545), ('president', -0.014562046424982095), ('possible', -0.013650893290511428), ('World', -0.012521047765813814), ('to', 0.012213164819904814), ('during', -0.011994527033629857)]	0
292	1	The truth is that, in the face of a challenge as immense as climate change, government action is necessary if we want to ensure that our planet remains livable for future generations.	[('want', -0.032040261012265384), ('truth', 0.02645003022205707), ('if', -0.02554409955477439), ('future', -0.021759906173681443), ('we', -0.019960234969440927), ('face', 0.013635672248690922)]	0
293	1	Activists planning to line California roadways with anti-vaccination billboards full of misinformation are paying for them through Facebook fundraisers, despite a platform-wide crackdown on such campaigns.	[('full', 0.021427115035885146), ('them', 0.01947351626509794), ('such', -0.015545795391531341), ('line', -0.011914513774889914), ('through', 0.011884757900218836), ('to', 0.010068338435312896)]	0
294	0	Hundreds of thousands of transgender Americans may be unable to vote in this year’s election because their name or looks do not match their identification card, research showed on Thursday, a trend that experts say could affect Democratic turnout.	[('could', 0.030482838704648563), ('vote', -0.017339102934918815), ('year', 0.013984967564952593), ('not', 0.012878562578447555), ('to', 0.012279434492679648), ('looks', 0.011624728821793336)]	0
295	0	Cerio was reportedly screaming in agony on the floor and could be seen on video clutching both her legs in pain before she was tended by medical staff and athletic trainers.	[('could', 0.02832154989188007), ('seen', -0.01929489570662654), ('she', -0.017270904437888212), ('video', -0.01415750567499384), ('her', -0.01238150439609065), ('in', -0.010036220027507307)]	0
296	0	A narrow plurality of Democrats favor allowing men who say they are transgender to enter women’s sports, but the change is opposed two-to-one by adults, independents, parents, and middle-class voters, says a poll by Rasmussen Reports.	[('two', 0.03359256387330005), ('enter', -0.017745136499136793), ('of', 0.016809392234304055), ('one', -0.01461589914486537), ('who', -0.012600058207914032), ('is', -0.012136068614603703)]	0
297	1	Here are three obvious but important ways the media demonstrated a disgusting partisan slant instead of good journalism.	[('but', -0.01797824459876097), ('demonstrated', -0.016253683525989805), ('are', 0.015294782254916536), ('Here', -0.015080497645418578), ('of', 0.014552646470040433), ('important', -0.014496599266743751)]	0
298	0	The Border Patrol has said Hernandez was pelting U.S. agents with rocks from the Mexican side of the Rio Grande when he was shot.	[('from', -0.011839315779593082), ('said', 0.010698448213164298), ('The', -0.009970281874260294), ('has', -0.009959507106909125), ('the', -0.008311233579630446), ('the', -0.007055982598768128)]	0
299	1	But there’s another equally damaging consequence of student loan debt that’s talked about less often: its impact on borrowers’ mental health. That’s certainly not something that’s discussed with 18-year-olds as they prepare to sign the dotted line on a 10-year loan.	[('10', -0.03191183513627738), ('there', 0.02707011449683299), ('damaging', -0.01559372951074217), ('debt', 0.01434220271529838), ('year', 0.014318557398321009), ('year', 0.013390011491897983)]	0
300	1	"A shocking new study says that the ice in the Arctic Ocean will disappear by 2050, which could have ""substantial"" implications on the ecosystem and the climate in the region."	[('could', 0.044269568470226124), ('region', -0.010648620285288006), ('have', -0.008625552178157237), ('by', 0.007980468557618489), ('and', -0.0077257471271726785), ('the', -0.005193840669443488)]	0
301	1	She’s among four dozen or so people gathered outside on a hot late-summer morning, joining a hard core of activists who believe that all vaccines are dangerous and who have become increasingly emboldened about denouncing the medical establishment.	[('so', 0.029648675732905513), ('become', 0.02032851155100288), ('outside', 0.017089068541251556), ('believe', 0.016818640719077987), ('or', 0.014287479573275688), ('about', -0.013652324771446515)]	0
302	0	Two transgender sprinters, Yearwood, a senior at Cromwell High School, and Miller, a senior at Bloomfield High School, issued statements vehemently defending their right to run in girls events in response to the filing Thursday.	[('defending', 0.019175012001682486), ('Thursday', -0.012014967096740239), ('in', -0.011356383575965873), ('and', -0.011146917283967139), ('events', -0.01107190824341268), ('their', 0.010550171732500955)]	0
303	1	Bevin’s downplaying of the necessity of vaccines is reckless — but deliberately infecting his children is much more so.	[('children', -0.02320065369385315), ('so', 0.02278373724376445), ('of', 0.012001305305898066), ('of', 0.011994144208140333), ('but', -0.00896197283384078), ('his', -0.008231167157573232)]	0
304	1	As Santa Claus loads his sleigh led by flying reindeer, climate change proponents are spreading the story of the animals’ plight because of global warming.	[('As', 0.02080983138808486), ('his', -0.019686516867357142), ('led', 0.01720168343742515), ('of', 0.009398555137957357), ('of', 0.009134199024787031), ('animals', 0.007914719916711173)]	0
305	1	Letters from GOP members of Congress and national pro-life leaders to the White House and the Food and Drug Administration (FDA) last week asserted Democrats are attempting to exploit the coronavirus pandemic for the purpose of advancing their party’s pro-abortion agenda.	[('members', -0.017018848181185327), ('agenda', -0.016986593220770244), ('are', -0.015871608436563944), ('of', 0.010150849049371104), ('of', 0.01010875698650464), ('from', -0.010058805769129302)]	0
306	1	Amanda Kifferly, vice president of abortion access for The Women’s Centers, explained that she’s seeing some of the ways that the coronavirus is making it harder for women to get an abortion, which was already difficult because of all the needless bureaucratic obstacles put in place by conservative legislators.	[('place', 0.02682703386757379), ('making', 0.015616391249179169), ('conservative', 0.014320223922077545), ('The', -0.013528869800322758), ('put', -0.01329677431826133), ('she', -0.011233362276414907)]	0
307	0	In March, President Trump signed an executive order closing the southern border to stop the spread of the virus from undocumented immigrants who are possibly infected.	[('from', -0.022572695125348038), ('of', 0.017320720114306448), ('to', 0.01666477599178416), ('executive', 0.015544591905492617), ('order', 0.013700303542309052), ('who', -0.013068206032131503)]	0
308	1	The U.S. moved aggressively over the past year to reduce the number of asylum seekers arriving at its southwest border through a series of measures aimed at making it a less attractive option.	[('through', 0.032638923219099045), ('over', -0.023838157972261055), ('year', 0.023214790093982036), ('option', -0.015208887745831215), ('reduce', 0.012890035750055892), ('its', 0.011638219636523136)]	0
309	1	"The Guardian, insisting that the climate emergency is “the defining issue of our times,” has amped up its climate agitation by suggesting that Australian wildfires is the new normal.
"	[('has', -0.02665443398083236), ('our', -0.023679144328586206), ('times', -0.018172139239684717), ('emergency', 0.017698823151401834), ('new', 0.01187816736938456), ('The', -0.011419808536875731)]	0
310	1	It obviously works extremely well for Democrats, a large faction and the leadership of which appears to be as impervious to facts as anti-vaxxers and QAnon followers.	[('appears', -0.017665826816260697), ('large', 0.01492668289258216), ('of', 0.014269028983748395), ('well', 0.011439471723063017), ('works', 0.010582795612624924), ('extremely', -0.009047343305313182)]	0
311	1	Left-wing Christians declare that the real way to end abortion is to make abortion unnecessary, and the only way to do that is by establishing a generous cradle-to-grave welfare state.	[('only', 0.018714153434289806), ('and', -0.014138449101444673), ('state', 0.013558993829891333), ('end', -0.010857955192040136), ('do', 0.010337400642905805), ('Left', -0.0075207628083873695)]	0
312	1	The devil is in the details, however, since—while some charter schools are effective in achieving student success—others have been examples of cronyism and corruption as a result of arrangements between politicians and private businesses.	[('since', -0.04437677001341175), ('politicians', -0.02231982854816222), ('student', -0.01587322865707427), ('private', 0.014510782081600402), ('The', -0.013553169934455645), ('examples', -0.012603948446144929)]	0
313	1	Student debt increased by a whopping 107 percent between 2009 and 2019. Americans now owe $1.6 trillion in education loans. Policy wonks and politicians respond by concocting flashy plans that hardly solve the debt crisis.	[('now', 0.028263331835387515), ('crisis', 0.02310816063665847), ('Americans', 0.017865522130377256), ('debt', 0.014902099753871452), ('debt', 0.013482246105796892), ('between', 0.012195585999879589)]	0
314	1	By threatening the kids and their families with deportation, the administration’s U.S. Citizenship and Immigration Services was effectively delivering death sentences.	[('administration', 0.03784981259156539), ('kids', 0.023439831699959352), ('death', 0.013290845968354396), ('and', -0.010059159689408513), ('and', -0.00986072072298736), ('Citizenship', -0.009051024410526473)]	0
315	1	Social media users were quick to point out the interactions and slammed McGuire for appearing to undermine Coyne Schofield’s hockey skills.	[('point', -0.019573862188174685), ('appearing', 0.017011034514315702), ('were', -0.016703372428236805), ('and', -0.014322187199222732), ('media', 0.011824124488127606), ('the', -0.006175877110162821)]	0
316	0	WADA wants to investigate all the athletes who trained with banned coach Alberto Salazar at the Nike Oregon Project, one of which was Britain’s Farah, the 5,000m and 10,000m champion at both the London 2012 and Rio de Janeiro 2016 Games.	[('champion', -0.023235788622219165), ('who', -0.021738589905042915), ('of', 0.015624315191048569), ('investigate', -0.013591359783310187), ('10', -0.012916136327952181), ('one', -0.012146966932447063)]	0
317	1	Rather than help be a part of the solution, Trump is intentionally exacerbating the tensions–not only because he himself is a racist whose politics of authoritarian white grievance align with the same forces driving police violence itself, but because he is desperate and in grave political peril.	[('politics', 0.028508572611389112), ('part', -0.022486034447699237), ('whose', 0.019945642665125923), ('tensions', -0.019221408669865967), ('help', 0.015148034772868808), ('only', 0.014122558270566627)]	0
318	1	In the weeks leading up to the District of Columbia’s primary election, a powerful interest group repeatedly hammered council candidate Janeese Lewis George with an attack that in the past has proved devastating: She was soft on crime and unsupportive of the D.C. police force.	[('George', -0.02241399313588919), ('has', -0.018508761902000813), ('primary', 0.01762932409677214), ('and', -0.017074550220446575), ('weeks', 0.016337537494087936), ('on', -0.015726463037742496)]	0
319	1	Not content to recede gracefully, or even to steer clear of various conspiracies on par with fluoride and gay frogs, Miss Havisham is still at it. This time, she’s got a righteous burn for President Trump, imagining how John F. Kennedy would have sounded had he written a letter to former Soviet leader Nikita Kruschev along the lines of Trump’s recent letter to Turkish President Recep Erdogan.	[('John', -0.02073709303792673), ('Miss', -0.015072222523586126), ('he', -0.014140056146243122), ('she', -0.013711953451875022), ('still', 0.010394120171445812), ('time', 0.009068887477396944)]	0
320	1	Newly appointed Justice Brett Kavanaugh, in his individual dissent urging the law to go into effect, tipped his hand, Litman continues — he will rely on “flimsy distinctions” and “ostensibly procedural obstacles” to make obtaining an abortion impossible in states that desire to do so.	[('hand', 0.02435774934581747), ('an', 0.016971437169361243), ('desire', -0.016723924415664733), ('will', -0.012516307989982892), ('effect', -0.01085913232113845), ('individual', 0.010092012299192253)]	0
321	1	While President Trump visited the southern border Thursday, Democratic darling Beto O’Rourke visited the dentist — posting a bizarre video showing him getting a mouth-wide-open cleaning in order to highlight the story of his dental hygienist’s upbringing in El Paso.	[('Thursday', -0.022695911241364792), ('open', 0.019393238297886452), ('showing', 0.014553927911622098), ('getting', 0.014448519299599366), ('order', 0.013854043518095653), ('in', -0.012639885707793671)]	0
322	0	Experts warn that the extreme weather conditions that caused wildfireares in Australia are a mark of climate change.	[('in', -0.014087798198560977), ('Experts', 0.010331842449275482), ('of', 0.009978884695693163), ('Australia', -0.008193033484912923), ('conditions', 0.008066505020498646), ('are', 0.007877477599461355)]	0
